Glyco_hydro_30	108	80	18	15	22	70	22	8	4	10	7	11	8	4	0	0	6	0
Glyco_hydro_31	371	300	321	221	428	306	204	386	281	518	237	791	372	645	208	345	521	655
Glyco_hydro_32C	16	6	5	1	6	12	10	19	5	19	5	1	25	11	0	0	0	0
Glyco_hydro_32N	80	125	58	44	67	98	60	156	49	184	75	27	160	54	0	0	2	9
Glyco_hydro_35	37	37	36	29	22	61	54	28	16	77	79	95	68	27	33	2	0	330
Glyco_hydro_38	99	67	132	84	127	201	153	123	101	127	155	140	139	236	131	145	129	187
Glyco_hydro_38C	58	38	119	62	73	131	109	113	25	88	103	199	114	214	87	134	43	55
Glyco_hydro_39	44	65	29	35	14	78	16	33	20	8	73	3	17	13	1	2	0	4
Glyco_hydro_4	185	107	274	146	137	134	184	263	129	243	244	33	222	120	208	2	7	296
Glyco_hydro_42	101	88	109	96	143	172	144	197	111	222	175	37	139	72	76	16	4	83
Glyco_hydro_42C	8	5	7	4	9	1	2	8	7	6	14	0	5	4	5	0	0	0
Glyco_hydro_42M	43	40	52	48	63	76	51	61	59	69	97	7	40	51	45	3	9	45
Glyco_hydro_43	237	174	56	124	90	347	111	134	85	219	143	144	115	82	5	0	6	26
Glyco_hydro_44	1	0	1	2	6	0	1	1	0	5	0	1	0	1	0	0	0	0
Glyco_hydro_47	36	34	15	7	10	6	5	17	24	0	0	10	2	3	0	0	0	0
Glyco_hydro_4C	126	40	133	74	101	91	88	206	77	166	166	19	127	81	144	3	2	116
Glyco_hydro_52	2	0	0	31	0	18	7	19	5	25	0	1	1	5	0	0	0	0
Glyco_hydro_53	68	90	45	41	37	48	26	91	26	101	81	3	90	55	60	0	2	136
Glyco_hydro_57	147	135	385	190	266	119	320	197	191	224	597	424	322	386	983	701	1104	1104
Glyco_hydro_59	2	2	2	1	0	9	1	0	0	0	0	0	0	0	0	0	0	0
Glyco_hydro_6	11	15	2	12	7	12	1	0	0	0	1	1	0	0	0	0	0	0
Glyco_hydro_62	7	16	11	14	4	28	0	1	7	0	2	1	0	0	0	0	0	0
Glyco_hydro_63	7	13	8	4	2	19	3	6	8	3	2	13	6	9	2	13	0	1
Glyco_hydro_65C	4	13	2	2	8	4	3	2	2	1	1	1	0	1	3	0	0	0
Glyco_hydro_65m	142	163	50	175	103	213	116	94	106	104	167	81	187	83	78	2	15	23
Glyco_hydro_65N	57	44	29	37	30	73	48	17	23	25	59	21	40	16	16	0	1	0
Glyco_hydro_67C	30	56	7	26	22	52	11	17	33	48	10	2	8	38	8	0	1	0
Glyco_hydro_67M	24	38	8	28	13	74	16	21	46	47	22	9	16	48	4	0	0	0
Glyco_hydro_67N	6	7	3	9	7	25	2	3	12	4	11	2	5	12	5	1	2	4
Glyco_hydro_68	5	5	2	2	0	16	3	2	0	0	0	0	0	0	0	0	1	0
Glyco_hydro_76	4	4	1	8	0	19	0	1	5	5	5	0	19	11	0	0	0	0
Glyco_hydro_77	393	312	351	357	330	229	402	411	329	571	512	689	556	690	346	495	557	271
Glyco_hydro_8	26	19	24	20	23	35	25	47	6	58	37	168	15	14	2	0	0	0
Glyco_hydro_81	12	7	0	6	14	34	1	13	0	5	5	6	2	2	0	0	0	0
Glyco_hydro_85	3	4	3	0	0	2	0	2	0	0	1	1	0	0	0	0	2	0
Glyco_hydro_88	119	84	67	31	28	105	74	35	34	84	33	21	9	52	1	0	11	0
Glyco_hydro_9	57	55	17	29	73	83	54	74	13	132	66	17	65	28	3	17	1	10
Glyco_hydro_92	227	212	39	67	106	90	61	77	27	50	11	25	9	6	3	1	10	2
Glyco_hydro_97	281	324	152	42	54	178	122	138	79	117	103	37	136	30	24	0	14	0
Glyco_hydro_cc	24	9	4	3	6	4	1	0	18	3	10	7	5	0	0	0	0	0
Glyco_tran_28_C	160	149	141	125	124	155	195	153	146	164	153	164	151	152	193	170	84	86
Glyco_tran_WecB	177	179	212	172	233	197	224	270	130	253	124	372	181	152	53	56	43	35
Glyco_transf_10	13	9	2	5	9	23	3	1	15	2	2	44	2	0	0	0	0	0
Glyco_transf_11	23	20	8	10	8	15	8	0	2	4	5	5	0	2	0	0	0	0
Glyco_transf_17	4	0	2	4	3	8	0	0	0	1	0	0	0	0	0	0	0	0
Glyco_transf_20	220	311	213	320	238	355	155	175	352	197	192	104	175	462	54	196	14	40
Glyco_transf_22	2	7	2	0	2	7	2	1	1	0	1	3	4	0	2	0	0	0
Glyco_transf_25	14	10	2	7	8	8	6	2	7	2	3	8	0	1	0	0	9	0
Glyco_transf_28	132	102	97	107	119	109	110	113	89	116	106	127	112	75	74	88	37	32
Glyco_transf_29	3	1	0	0	2	1	1	0	0	0	0	2	0	0	0	0	0	0
Glyco_transf_36	259	261	139	106	57	90	66	54	63	100	48	13	72	49	42	77	12	26
Glyco_transf_5	398	348	382	334	313	256	462	473	288	629	447	520	667	629	334	617	563	390
Glyco_transf_8	19	16	5	18	20	16	10	6	3	10	3	15	3	1	0	0	0	0
Glyco_transf_9	232	209	365	220	312	191	371	290	287	250	297	418	400	358	44	640	237	144
Glycogen_syn	38	50	21	40	137	27	24	56	9	23	26	22	122	24	0	1	0	8
Glycolytic	130	200	52	152	94	214	28	43	168	30	59	42	13	0	0	1	0	0
Glycos_trans_3N	96	109	104	159	132	109	171	184	122	146	208	121	190	292	206	239	179	234
Glycos_transf_1	3214	2608	3568	2593	2555	2560	2836	3143	2094	3005	2634	3777	3147	2877	3038	2579	1990	1731
Glycos_transf_2	3392	3063	3566	2599	2578	2755	2841	3073	2297	2914	2762	4857	3069	2244	2935	2248	1576	1769
Glycos_transf_3	239	261	216	376	399	256	348	407	377	408	445	229	400	619	383	581	378	429
Glycos_transf_4	398	383	446	436	485	443	435	413	432	393	461	431	481	541	433	574	499	531
Glycos_transf_N	140	124	133	136	161	122	150	171	136	131	125	53	199	218	26	188	69	90
Glyoxalase	202	143	113	136	194	205	94	206	224	137	114	278	95	90	39	165	105	55
Glyoxalase_2	320	254	130	254	195	439	100	140	268	145	84	277	45	54	62	17	22	0
Glyphos_transf	14	27	9	5	0	12	7	11	3	12	5	0	4	4	3	0	0	0
Gmad1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
Gmad2	13	18	14	16	7	26	9	16	21	21	5	3	5	7	0	0	0	0
GMC_oxred_C	221	290	81	302	295	235	121	240	306	152	111	267	123	50	4	0	19	3
GMC_oxred_N	220	328	55	344	404	305	165	186	549	141	159	117	99	46	5	0	28	1
GMP_synt_C	230	219	267	225	254	196	240	256	193	261	299	148	247	288	512	319	371	467
Gmx_para_CXXCG	4	0	0	2	3	2	0	0	2	0	0	0	0	0	0	0	0	0
GNAT_acetyltran	13	6	17	1	0	6	1	0	0	0	1	0	0	1	0	0	0	0
GntP_permease	135	142	19	64	93	57	36	49	58	58	27	327	41	118	5	0	17	190
GntR	716	639	809	649	517	723	520	702	575	602	394	598	489	868	239	78	107	26
Gp_dh_C	332	455	349	395	367	378	458	358	318	519	441	350	475	545	615	441	324	302
Gp_dh_N	430	449	361	384	395	449	511	467	372	522	464	399	488	487	555	404	327	339
Gp37_Gp68	222	253	145	169	102	151	106	76	133	50	104	56	62	14	3	0	2	6
GP46	2	0	0	1	0	2	0	1	1	1	0	2	2	2	0	0	0	0
Gp5_C	6	7	1	7	5	5	3	2	3	0	0	0	1	0	0	0	0	0
gpD	22	5	16	24	19	0	1	34	4	21	4	17	3	12	18	1	14	19
GPDPase_memb	2	2	1	3	0	0	1	0	1	0	0	0	0	0	2	0	0	0
GPI	49	16	33	9	6	14	32	9	12	14	110	3	17	21	246	9	53	48
GPI-anchored	36	36	103	17	22	29	67	23	19	26	29	4	34	0	22	1	0	1
Gpi16	1	1	0	0	2	0	0	0	1	0	1	1	2	0	0	0	0	0
GPW_gp25	57	25	24	47	37	44	21	34	20	34	14	18	54	4	0	1	9	0
Gram_pos_anchor	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GRDB	15	25	47	52	29	21	5	12	10	4	5	2	7	1	0	2	0	0
GreA_GreB	188	206	166	182	206	207	173	211	220	174	193	44	195	262	113	150	80	10
GreA_GreB_N	208	243	160	186	212	167	183	269	199	216	193	60	212	227	128	152	100	25
Grp1_Fun34_YaaH	7	10	37	16	9	20	23	1	15	5	71	0	1	3	135	0	1	17
GrpE	287	275	295	270	248	280	316	285	274	299	269	242	337	563	161	359	152	118
GSCFA	44	53	9	27	34	33	11	40	11	49	12	16	57	7	0	0	1	0
GSDH	126	180	25	129	136	160	88	103	189	93	74	149	109	131	13	118	75	0
GSH_synth_ATP	2	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0
GSH-S_ATP	65	91	25	85	100	64	86	63	106	73	51	169	40	18	0	0	18	0
GSH-S_N	59	66	11	69	74	56	54	59	73	47	42	85	44	11	0	0	18	0
GshA	46	87	12	37	54	24	65	25	82	3	35	15	8	7	0	0	0	0
GSHPx	153	163	43	97	147	127	138	188	131	189	68	23	121	23	0	0	34	0
GSIII_N	41	70	18	78	68	88	38	61	76	74	43	23	154	19	1	0	1	0
GSP_synth	22	15	6	29	29	45	26	69	39	64	8	6	0	7	0	0	24	0
GspH	8	10	5	6	10	6	13	5	20	2	13	9	1	0	0	0	7	0
GSPII_E	1472	1783	1744	1840	2062	1615	1777	1670	1717	1545	1692	1029	1509	1872	1582	1956	1745	2173
GSPII_E_N	209	226	373	284	290	213	265	263	214	234	234	147	220	256	49	174	74	77
GSPII_F	545	600	547	550	637	650	606	524	593	433	541	376	373	584	249	732	378	256
GSPII_G	76	107	80	75	134	104	99	61	81	67	67	44	51	46	14	114	104	19
GSPII_IJ	4	5	2	2	7	3	5	5	2	12	4	6	0	1	0	0	8	0
GSPII_N	4	3	0	1	1	1	1	0	1	0	1	1	1	0	0	0	11	0
GspJ	5	18	0	4	13	2	5	6	3	9	0	8	1	1	0	1	16	0
GspK	59	48	70	34	78	46	56	47	44	44	40	24	18	22	0	90	84	13
GspL	5	7	0	1	11	1	7	7	4	4	2	1	0	0	0	0	6	0
GspL_C	4	2	2	0	2	2	8	0	1	2	1	1	0	0	0	0	11	0
GspM	6	2	2	4	15	3	10	13	12	6	2	1	2	0	1	0	20	0
GspM_II	2	3	6	8	6	4	4	1	8	1	6	3	1	1	0	0	0	0
GST_C	35	45	6	59	81	55	35	44	96	36	31	273	11	3	0	0	6	1
GST_N	146	172	28	151	183	183	93	92	226	91	65	427	36	14	0	0	18	1
GSu_C4xC__C2xCH	5	0	0	6	0	2	2	2	3	2	5	0	0	0	0	0	0	0
GT36_AF	163	159	116	66	27	95	45	34	31	80	41	15	39	36	26	30	5	12
GTP_CH_N	4	11	3	17	28	19	5	24	13	47	12	193	18	0	0	0	2	0
GTP_cyclohydro2	252	307	257	332	353	276	350	292	335	407	304	207	408	520	234	410	167	217
GTP_cyclohydroI	200	287	230	280	285	229	278	304	228	244	191	250	320	243	55	370	353	224
GTP_EFTU	2197	2444	1917	2006	2170	2179	2283	2329	2041	2235	2433	1686	2324	2240	2894	2360	2657	2713
GTP_EFTU_D2	434	366	361	315	404	411	487	377	361	405	545	361	429	341	666	612	623	825
GTP_EFTU_D3	350	367	259	339	326	374	393	462	338	436	441	197	417	296	503	563	661	571
GTP1_OBG	198	230	176	222	253	209	254	241	207	276	232	150	280	227	168	270	149	182
GTPase_Cys_C	57	65	78	64	56	53	98	73	58	75	67	71	120	58	8	114	49	41
Gtr1_RagA	1	4	2	4	3	2	0	0	4	2	0	2	6	0	0	0	0	0
GtrA	164	103	84	101	77	151	80	85	79	94	64	67	88	36	63	70	114	241
Guanylate_cyc	586	559	748	723	454	668	360	339	497	340	205	963	238	50	32	206	92	18
Guanylate_kin	265	259	194	236	276	245	290	260	286	300	309	215	305	270	231	397	191	100
GUN4	3	0	7	114	23	5	21	16	7	43	3	523	19	1	0	0	0	0
GutM	1	1	2	3	0	2	2	4	1	3	1	1	18	7	0	0	5	0
GvpG	3	1	1	11	4	7	9	10	1	31	0	62	9	0	2	0	0	0
GvpK	6	3	2	15	7	13	18	13	3	8	0	68	8	0	0	0	0	0
GvpL_GvpF	8	12	8	72	15	36	55	39	10	45	9	316	29	4	2	0	0	0
GvpO	1	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0
GXGXG	151	163	119	229	216	192	209	169	258	230	239	243	133	330	373	293	295	363
GYD	57	116	174	145	51	117	22	21	156	21	104	8	26	85	127	197	427	64
H_kinase_N	6	6	12	9	3	6	8	0	7	4	1	2	2	0	0	0	0	0
H_lectin	40	8	5	3	2	2	17	2	12	3	8	2	4	0	1	0	0	0
H_PPase	953	1034	1210	1149	1204	943	1181	1110	1140	1204	1603	221	1285	2029	2455	844	1638	1839
H-kinase_dim	56	32	15	51	38	77	61	57	46	68	66	110	53	64	11	55	15	21
H2TH	115	102	119	153	138	169	110	120	155	112	155	186	98	41	123	40	29	25
HA	8	36	5	7	6	18	5	0	4	0	2	6	0	0	0	0	0	0
HA2	28	24	16	24	33	32	28	30	32	11	18	17	12	7	0	5	9	0
HAD	12	8	17	8	11	20	14	14	11	8	6	8	6	3	3	12	18	10
Haemagg_act	22	36	29	163	84	50	54	42	48	16	5	85	4	5	0	0	7	0
Halogen_Hydrol	3	4	0	1	0	6	0	2	1	0	2	0	1	1	0	0	1	0
HALZ	2	0	7	0	1	0	0	0	0	2	3	1	0	0	18	0	0	66
Ham1p_like	274	267	274	273	294	227	331	350	273	338	462	189	400	402	582	452	587	726
HAMP	790	743	977	953	610	1188	804	648	853	655	578	1056	606	548	111	518	289	35
HAS-barrel	0	0	1	0	1	1	0	1	0	10	1	12	6	0	0	0	20	5
HATPase_c	5758	5229	5241	5411	4327	5353	4534	4159	4100	4465	3353	8878	4491	3230	934	2686	1304	648
HC2	7	2	0	7	7	4	3	3	1	5	4	2	0	0	0	0	0	0
HCBP_related	21	20	5	15	15	16	3	9	30	1	12	3	25	26	0	202	68	3
HCO3_cotransp	3	7	1	0	0	0	0	2	0	0	0	13	0	0	0	0	0	0
HD	609	494	703	483	543	671	640	538	554	574	792	269	618	452	590	819	477	556
HD_1	7	5	1	0	0	0	0	5	0	5	0	0	0	1	0	0	0	1
HdeA	3	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
HDOD	262	250	252	210	361	311	392	332	242	271	336	96	435	338	35	451	179	94
He_PIG	38	42	55	79	45	54	31	29	44	37	18	18	7	5	3	0	1	0
He_PIG_assoc	2	0	1	1	2	2	2	0	2	2	2	0	1	1	1	0	0	0
Head-tail_con	9	9	4	11	25	13	12	17	7	12	14	16	12	2	0	0	0	0
HEAT	89	76	152	119	136	139	134	145	80	174	130	63	132	298	69	119	63	76
HEAT_PBS	105	87	192	111	100	125	190	114	39	181	115	449	132	236	71	75	40	47
HECT	2	18	2	4	2	22	1	1	13	2	0	9	26	0	0	0	0	0
Helicase_C	995	1010	858	911	1044	1021	983	1006	862	973	900	821	961	669	1119	773	1139	1135
HEM4	169	133	177	225	184	181	182	183	192	183	184	170	218	425	170	389	342	129
Heme_oxygenase	9	3	17	46	32	9	58	28	9	59	7	159	30	0	0	0	0	0
Hemerythrin	13	4	11	6	8	10	8	17	20	10	40	0	20	8	99	115	83	10
HemN_C	172	128	99	133	180	138	164	159	182	154	122	97	233	230	79	319	112	78
Hemocyanin_C	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
HemolysinCabind	225	235	114	353	384	618	230	185	171	151	108	1932	43	210	72	243	133	5
hemP	23	25	7	13	19	13	3	22	28	15	9	7	1	0	0	0	0	0
HemS	18	4	1	6	20	2	14	11	14	3	2	12	15	10	0	0	9	0
HemX	8	3	2	12	14	6	41	0	31	0	18	10	2	3	0	0	18	0
HemY_N	5	12	3	15	10	22	12	4	14	5	8	8	0	4	0	0	4	0
Hen1_L	6	23	9	27	23	27	0	8	4	16	0	12	3	5	0	0	0	0
Hep_Hag	26	41	3	41	7	35	5	4	18	0	3	20	2	1	0	0	0	0
Hepar_II_III	93	79	68	61	49	81	68	37	93	64	62	28	117	44	9	33	32	36
HEPN	150	111	408	108	166	41	160	315	65	378	809	181	301	585	1805	652	1589	1321
HEPPP_synt_1	6	7	0	0	0	0	0	4	2	7	0	0	0	3	0	0	1	0
Herpes_Helicase	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Hexapep	967	1001	994	819	1113	930	1099	1003	889	1120	1036	1197	1146	974	900	1407	1330	1383
Hexokinase_1	3	4	3	0	0	5	0	0	0	0	1	3	0	0	0	0	0	0
Hexokinase_2	4	8	1	0	0	6	1	0	0	0	0	2	0	0	0	0	0	0
Hexose_dehydrat	10	3	1	6	0	7	7	4	1	2	0	1	1	0	0	0	1	0
HflK_N	6	10	1	4	7	4	14	3	8	2	6	1	2	1	0	0	8	0
HGD-D	106	125	774	152	52	146	267	43	187	78	343	15	67	336	533	26	0	60
HgmA	148	180	37	146	182	197	129	269	188	176	133	170	261	79	2	53	19	0
HGTP_anticodon	521	393	444	368	388	482	571	441	344	436	608	255	513	506	920	676	945	1073
HHH	66	59	51	40	86	51	52	73	58	89	69	18	75	65	133	102	36	93
HHH_2	149	144	131	124	127	132	169	143	116	151	153	89	193	80	136	110	52	132
HHH_3	217	224	200	172	167	188	208	167	137	180	199	180	240	153	176	169	63	26
HhH-GPD	196	128	174	151	182	174	202	195	167	203	256	251	235	200	333	422	327	251
HI0933_like	312	274	215	217	232	375	253	158	200	130	157	228	8	45	166	1	58	13
HicB	81	65	71	19	16	29	9	20	7	26	10	18	7	11	2	3	0	0
HIG_1_N	11	18	1	14	11	22	3	11	16	10	7	4	0	0	0	0	0	0
Hint	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HipA_C	94	82	20	33	40	50	27	17	21	13	5	20	4	6	0	0	14	0
HipA_N	65	47	10	22	32	17	15	19	19	8	3	13	3	2	0	0	13	0
HIPIP	2	6	3	3	4	5	3	0	6	0	0	1	0	0	1	0	11	0
HIRAN	6	5	5	0	8	4	4	6	12	4	10	3	5	7	2	0	0	0
His_biosynth	547	563	566	698	737	562	712	654	629	655	732	564	737	936	965	895	906	927
His_kinase	319	297	76	251	210	339	128	229	185	339	84	70	120	164	10	0	39	35
His_Phos_1	592	464	503	466	403	482	481	510	474	586	336	915	558	222	46	443	258	281
His_Phos_2	3	0	1	0	4	4	0	1	1	0	0	2	1	0	0	0	0	0
HisG	180	169	151	174	168	178	213	201	206	208	222	203	225	287	168	276	387	253
HisG_C	68	61	61	57	84	41	73	75	81	104	91	25	86	91	59	61	219	106
HisKA	2682	2270	2224	2323	1994	2333	2027	1989	2012	2122	1424	4567	1949	1295	257	1098	434	169
HisKA_2	156	148	102	154	70	226	98	124	89	152	54	205	75	67	14	29	14	0
HisKA_3	457	322	399	380	220	369	298	278	371	328	246	232	345	211	32	100	49	6
Hist_deacetyl	347	386	641	485	531	291	498	469	445	487	654	564	447	639	1211	767	1069	1009
Hist_Kin_Sens	65	42	35	16	7	73	25	12	4	21	26	0	22	1	1	0	6	0
Histidinol_dh	309	299	342	500	452	384	454	402	500	445	537	433	446	634	602	640	614	859
Histone	1	8	7	3	6	8	5	1	5	0	2	6	9	0	5	0	0	11
Histone_HNS	27	13	2	14	10	21	25	0	31	0	5	2	1	1	0	0	3	0
HIT	196	219	147	177	153	200	189	160	163	182	177	186	200	189	155	289	233	184
HK	35	14	63	32	25	85	61	58	28	56	51	7	44	73	9	42	79	270
HlyC	3	2	0	7	1	2	1	0	5	0	1	2	0	0	0	0	1	0
HlyD	385	292	402	328	408	374	354	325	360	312	266	391	285	392	48	631	306	160
HlyD_2	324	211	300	160	208	275	320	245	254	233	234	216	307	157	58	582	217	154
HlyIII	126	146	70	91	61	154	96	47	75	40	40	30	41	16	4	8	13	0
HlyU	7	1	1	7	8	5	4	3	11	1	2	4	0	0	0	0	0	0
HMA	171	197	207	266	250	282	273	304	250	265	277	220	327	278	164	291	179	227
HMG_box	3	4	0	4	2	3	0	1	3	0	0	0	5	0	0	0	0	0
HMG_CoA_synt_C	3	4	6	7	5	13	1	3	5	0	0	6	4	0	2	0	0	0
HMG-CoA_red	133	124	142	82	90	156	152	129	85	125	228	49	141	41	700	149	1036	978
HMGL-like	531	571	660	720	618	656	906	659	827	714	950	703	714	1091	1429	1420	1546	1337
HNH	230	236	190	201	235	275	186	211	163	181	121	304	214	109	30	127	32	29
HNOB	12	5	3	21	13	28	0	15	3	4	6	10	0	0	0	0	0	3
Hom_end_hint	4	7	2	3	5	3	2	6	16	4	5	6	2	0	0	0	0	0
Homoserine_dh	163	222	206	280	226	237	279	277	249	234	360	251	250	232	470	299	420	468
HORMA	1	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
Host_attach	35	63	12	37	37	43	22	22	57	17	19	16	1	0	0	0	0	0
HpaB	66	117	253	177	118	97	91	113	133	115	139	47	84	267	57	157	526	41
HpaB_N	105	199	379	315	194	158	124	170	272	136	183	52	100	426	78	259	807	63
HpcH_HpaI	264	262	296	384	275	311	187	213	554	199	167	128	157	147	54	142	294	328
HPP	22	22	17	14	8	18	26	8	8	10	30	0	5	3	3	0	6	0
HPPK	134	185	194	169	199	172	203	201	165	202	141	139	244	319	39	286	141	104
Hpr_kinase_C	102	73	111	78	73	86	100	56	98	83	65	22	128	171	17	76	10	1
Hpr_kinase_N	39	33	42	31	31	34	47	35	37	35	26	13	65	78	8	28	1	0
Hpre_diP_synt_I	8	3	14	11	2	21	38	4	3	7	7	1	2	2	2	0	0	0
Hpt	180	160	124	199	147	235	223	143	138	179	180	592	179	112	16	126	88	25
HrcA	242	162	229	244	207	186	272	241	265	259	182	241	255	94	62	100	13	13
HRDC	144	121	81	118	88	104	88	73	99	78	61	111	77	12	1	0	15	0
HrpB_C	36	36	18	45	35	45	36	64	62	39	43	8	35	17	1	2	8	0
HSCB_C	11	7	0	3	7	4	11	1	7	0	4	0	1	1	0	0	4	0
HsdM_N	198	208	153	135	110	109	164	109	156	122	128	142	139	42	99	49	7	39
HSDR_N	183	149	105	87	99	79	165	97	84	118	114	146	106	43	234	6	11	61
HSF_DNA-bind	2	0	0	1	1	6	0	0	0	0	0	6	0	0	0	0	0	0
HSP20	405	329	395	382	390	319	386	405	472	309	459	355	408	415	269	277	347	207
HSP33	123	102	45	108	96	148	139	113	99	126	86	239	161	370	39	203	117	193
HSP70	1413	1717	1493	1767	1934	1714	1871	1943	1629	1942	1435	1728	1851	1717	815	1302	663	564
HSP90	238	216	69	171	123	163	230	129	198	188	142	199	177	17	0	0	57	0
HTH_1	574	589	282	759	747	726	711	471	830	446	361	1006	235	498	111	198	544	131
HTH_10	10	1	11	4	0	5	7	0	0	0	27	0	1	1	68	79	390	198
HTH_11	78	70	62	73	49	102	47	54	51	85	38	66	53	41	60	21	27	136
HTH_12	3	3	25	2	0	6	15	0	4	0	22	0	0	0	34	0	2	9
HTH_17	358	320	411	239	194	263	198	187	193	148	186	87	172	245	122	204	143	445
HTH_18	840	701	259	787	546	1079	308	512	465	656	228	1705	295	466	41	57	176	47
HTH_19	211	153	193	137	101	203	92	95	103	89	63	73	70	47	8	56	114	32
HTH_20	334	386	195	294	217	314	236	232	283	250	186	165	177	110	329	91	151	188
HTH_3	814	751	704	495	406	724	398	488	361	490	398	753	305	262	526	577	606	457
HTH_5	391	400	375	340	299	316	363	286	345	258	329	439	306	212	447	273	145	327
HTH_6	61	53	53	26	29	45	55	33	11	23	45	17	28	40	14	0	33	0
HTH_7	13	12	1	1	5	19	8	5	7	3	3	5	0	1	6	0	2	124
HTH_8	675	703	997	606	777	575	586	642	605	489	434	174	526	727	62	514	187	102
HTH_AraC	74	66	21	57	68	120	33	123	35	155	25	225	33	88	11	6	23	12
HTH_CodY	3	5	0	7	0	8	1	9	0	7	7	0	1	11	7	0	0	0
HTH_DeoR	78	95	129	77	66	111	79	85	79	80	80	27	110	42	53	73	52	7
HTH_IclR	116	142	177	162	138	129	112	130	203	130	126	49	74	194	96	57	68	61
HTH_OrfB_IS605	33	40	63	56	59	45	664	76	12	146	39	72	94	154	79	96	40	29
HTH_Tnp_1	387	353	368	336	500	442	156	680	461	576	263	209	125	135	58	1	20	1
HTH_Tnp_IS630	11	5	28	54	12	12	1	26	12	76	0	19	38	0	0	0	0	0
HTH_Tnp_IS66	75	70	74	75	73	55	29	66	32	38	14	15	19	4	0	0	21	1
HTH_Tnp_Tc3_2	8	4	0	1	5	2	0	0	3	0	0	1	0	0	0	0	0	0
HTH_WhiA	8	19	5	24	2	36	20	17	8	12	22	1	4	5	9	0	0	0
HTS	87	86	38	41	40	51	61	36	29	48	49	11	54	7	0	0	28	0
HupE_UreJ	32	18	13	48	46	47	18	27	54	29	36	302	11	11	3	0	7	0
HupF_HypC	62	92	133	69	66	69	118	96	64	108	153	14	89	52	253	182	100	209
HupH_C	13	4	0	4	5	3	4	0	5	2	8	0	13	17	6	158	83	0
HutD	9	16	1	5	14	4	22	9	5	3	0	0	0	3	0	0	11	0
HWE_HK	53	73	6	77	29	113	32	62	69	71	22	8	0	9	0	0	0	0
HxlR	195	177	49	262	155	293	104	174	227	196	87	220	43	233	143	68	106	13
HyaE	1	3	0	1	2	2	3	2	1	0	3	0	0	0	0	19	6	0
HycH	3	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
HycI	46	32	107	32	21	36	129	46	25	63	78	4	75	35	84	133	81	55
Hydant_A_N	226	262	280	370	302	262	167	231	366	187	216	283	162	333	220	111	407	209
Hydantoinase_A	196	255	341	517	445	290	218	254	468	206	370	282	253	500	498	190	443	325
Hydantoinase_B	348	438	366	716	594	439	332	440	781	331	451	597	307	763	529	269	994	639
Hydrolase	705	535	855	736	651	819	714	601	658	581	979	965	530	602	1230	856	567	785
Hydrolase_2	37	44	4	63	19	93	20	36	35	46	20	10	7	11	7	10	27	0
Hydrolase_3	177	176	122	148	118	252	140	183	116	190	138	256	138	231	117	103	274	299
Hydrolase_4	74	68	68	63	74	63	42	57	57	69	47	90	64	24	2	8	16	50
Hydrolase_5	9	13	3	10	3	8	11	3	8	4	3	4	2	3	0	0	2	0
HypA	81	88	154	71	43	78	116	82	63	95	199	124	85	50	303	140	72	182
HypD	227	280	404	318	281	235	459	280	252	342	546	73	379	299	1160	770	439	1168
Hypoth_Ymh	22	18	30	13	6	18	6	6	5	16	5	3	7	2	10	0	5	0
HYR	61	33	24	68	97	43	29	151	14	171	26	54	22	30	1	0	1	0
I-set	15	6	13	4	29	46	30	14	7	15	17	13	144	3	0	1	0	0
IalB	27	25	5	40	17	44	12	14	61	4	22	8	1	2	0	0	0	0
IBB	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IBN_N	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
IceA2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ICL	167	214	89	191	378	228	187	343	312	299	174	52	238	373	68	262	237	29
IclR	132	184	229	169	157	140	139	150	185	165	262	38	106	344	217	76	15	91
IcmF-related	14	6	6	6	21	2	15	4	16	1	8	5	2	6	0	0	11	0
ICMT	90	95	109	36	28	48	32	42	53	20	44	65	30	81	11	8	0	0
IDEAL	12	1	0	0	0	4	0	3	0	3	0	0	1	0	0	0	0	0
IDH	253	212	55	100	90	67	178	19	125	13	98	46	34	34	2	0	85	0
IDO	18	15	5	21	26	17	6	7	15	39	19	20	17	7	0	0	0	0
IF-2	244	244	188	235	201	230	281	224	207	260	292	143	253	294	261	308	280	339
IF-2B	212	183	361	269	261	231	374	306	262	320	541	229	329	592	1151	682	1148	2026
IF2_assoc	25	21	5	15	11	17	9	10	35	6	7	7	1	3	2	0	4	0
IF2_N	120	98	88	109	118	111	123	122	80	125	119	123	125	99	43	168	81	89
